ID	log2(fold change)	-log10(Pvalue)
A_21_P0000439	2.137	2.123
A_21_P0000440	3.731	5.037
A_21_P0000444	0.366	1.743
A_21_P0000445	0.295	1.76
A_21_P0000449	1.142	2.067
A_21_P0000450	0.387	2.17
A_21_P0000453	0.604	1.784
A_21_P0000460	-0.963	2.229
A_21_P0000468	-0.952	2.019
A_21_P0000469	-0.657	1.8
A_21_P0000473	1.012	5.178
A_21_P0000474	0.897	2.746
A_21_P0000482	-0.681	3.911
A_21_P0000483	1.286	3.224
A_21_P0000484	0.4	2.024
A_21_P0000487	0.771	2.724
A_21_P0000488	0.354	2.601
A_21_P0000489	-0.541	3.869
A_21_P0000491	2.644	7.438
A_21_P0000492	2.888	6.615
A_21_P0000495	-0.762	4.789
A_21_P0000496	-0.532	1.942
A_21_P0000497	0.691	1.846
A_21_P0000498	0.783	2.51
A_21_P0000499	1.561	2.874
A_21_P0000500	0.367	2.695
A_21_P0000501	0.475	2.361
A_21_P0000502	-0.479	2.916
A_21_P0000503	0.954	3.801
A_21_P0000504	3.375	7.596
A_21_P0000505	-0.514	1.958
A_21_P0000506	0.293	2.079
A_21_P0000507	2.177	7.449
A_21_P0000508	2.319	7.586
A_21_P0000509	2.561	7.331
A_21_P0000510	1.222	5.006
A_21_P0000511	2.493	7.428
A_21_P0000512	1.558	3.62
A_21_P0000513	1.446	2.795
A_21_P0000515	0.475	2.392
A_21_P0000517	-1.794	3.568
A_21_P0000520	0.667	1.854
A_21_P0000522	0.55	1.834
A_21_P0000524	0.542	1.809
A_21_P0000530	0.522	3.165
A_21_P0000533	0.723	2.809
A_21_P0000534	-0.531	3.674
A_21_P0000541	-1.049	2.842
A_21_P0000543	0.605	2.1
A_21_P0000544	1.35	5.43
A_21_P0000545	0.553	1.841
A_21_P0000551	1.255	2.07
A_21_P0000552	-1.473	2.949
A_21_P0000554	-1.078	3.147
A_21_P0000556	-1.553	5.307
A_21_P0000557	1.387	3.152
A_21_P0000558	1.526	3.55
A_21_P0000559	1.041	4.162
A_21_P0000560	1.663	4.357
A_21_P0000561	-1.154	2.621
A_21_P0000563	0.696	3.456
A_21_P0000565	0.991	2.978
A_21_P0000566	-1.068	5.037
A_21_P0000568	-1.236	4.456
A_21_P0000570	-0.655	3.18
A_21_P0000575	1.694	2.677
A_21_P0000579	-0.439	1.799
A_21_P0000581	0.868	3.392
A_21_P0000585	-0.485	3.317
A_21_P0000586	-0.343	2.419
A_21_P0000588	0.38	2.64
A_21_P0000590	-0.789	4.824
A_21_P0000591	-0.381	2.397
A_21_P0000595	-0.318	2.343
A_21_P0000599	0.461	3.311
A_21_P0000601	0.601	2.737
A_21_P0000602	-0.24	2.217
A_21_P0000605	0.547	2.159
A_21_P0000607	-0.431	3.04
A_21_P0000611	1.522	6.978
A_21_P0000617	-1.037	3.686
A_21_P0000618	0.94	3.294
A_21_P0000619	0.561	1.9
A_21_P0000620	-0.904	5.821
A_21_P0000621	0.554	1.779
A_21_P0000622	-1.286	6.023
A_21_P0000624	2.502	6.629
A_21_P0000625	-0.598	3.467
A_21_P0000626	0.546	1.878
A_21_P0000632	-1.502	2.814
A_21_P0000636	-0.611	3.568
A_21_P0000648	-1.559	3.349
A_21_P0000651	0.331	2.198
A_21_P0000652	-1.176	1.943
A_21_P0000657	-0.777	3.762
A_21_P0000658	-0.443	2.166
A_21_P0000659	-0.974	3.245
A_21_P0000660	-0.813	3.944
A_21_P0000661	-1.129	3.215
A_21_P0000662	-0.984	4.591
A_21_P0000666	-1.207	4.691
A_21_P0000668	-0.879	3.79
A_21_P0000671	0.592	1.838
A_21_P0000674	-1.384	2.318
A_21_P0000676	2.132	5.972
A_21_P0000677	-1.562	2.165
A_21_P0000679	-0.266	2.285
A_21_P0000680	-0.651	3.217
A_21_P0000681	1.284	1.865
A_21_P0000684	-0.501	3.581
A_21_P0000690	1.916	4.397
A_21_P0000695	0.534	1.822
A_21_P0000703	0.754	4.431
A_21_P0000707	0.674	4.162
A_21_P0000711	1.924	6.463
A_21_P0000712	0.832	3.236
A_21_P0000714	-0.537	2.87
A_21_P0000715	-0.759	4.566
A_21_P0000725	-2.116	2.131
A_21_P0000728	-0.972	4.301
A_21_P0000730	1.125	3.189
A_21_P0000732	-0.455	3.385
A_21_P0000737	-0.393	1.847
A_21_P0000738	0.88	1.767
A_21_P0000739	0.424	2.168
A_21_P0000742	-0.726	4.137
A_21_P0000749	-1.066	4.262
A_21_P0000750	-0.989	4.311
A_21_P0000751	0.747	3.72
A_21_P0000755	0.525	1.736
A_21_P0000756	-0.445	2.098
A_21_P0000758	0.907	5.244
A_21_P0000760	-0.433	3.057
A_21_P0000761	0.733	2.906
A_21_P0000762	0.502	1.748
A_21_P0000766	0.328	2.061
A_21_P0000771	-1.628	3.122
A_21_P0000775	-0.426	3.527
A_21_P0000778	-0.516	2.156
A_21_P0000784	-0.737	2.986
A_21_P0000785	0.686	3.813
A_21_P0000789	-1.745	2.343
A_21_P0000791	-0.624	1.878
A_21_P0000799	-0.506	2.796
A_21_P0000800	-0.801	5.442
A_21_P0000808	-0.684	3.814
A_21_P0000810	0.793	1.809
A_21_P0000812	-0.691	4.137
A_21_P0000813	-0.588	3.529
A_21_P0000815	-1.383	2.261
A_21_P0000821	-0.279	1.898
A_21_P0000823	0.424	2.861
A_21_P0000824	-0.423	2.08
A_21_P0000826	0.736	1.795
A_21_P0000829	-0.799	4.881
A_21_P0000830	-0.659	2.933
A_21_P0000834	1.106	6.078
A_21_P0000836	0.642	3.001
A_21_P0000839	-1.512	2.727
A_21_P0000840	-0.67	3.812
A_21_P0000844	0.552	1.9
A_21_P0000845	0.415	2.472
A_21_P0000847	-0.779	3.693
A_21_P0000852	2.325	2.095
A_21_P0000857	-0.869	2.788
A_21_P0000869	-1.149	2.011
A_21_P0000870	-1.546	4.298
A_21_P0000874	-0.713	2.006
A_21_P0000877	-0.821	3.682
A_21_P0000880	1.05	3.298
A_21_P0000882	-0.598	4.017
A_21_P0000883	0.524	1.758
A_21_P0000884	-1.347	4.303
A_21_P0000885	0.776	4.213
A_21_P0000891	0.331	2.721
A_21_P0000900	-1.579	1.986
A_21_P0000906	1.507	2.035
A_21_P0000908	-1.903	2.328
A_21_P0000909	-1.459	5.044
A_21_P0000913	1.02	3.911
A_21_P0000917	-0.637	3.442
A_21_P0000921	-1.262	2.763
A_21_P0000923	-0.824	1.769
A_21_P0000924	0.503	1.804
A_21_P0000928	-1.148	2.982
A_21_P0000935	-0.401	2.218
A_21_P0000944	-0.704	2.469
A_21_P0000948	-0.851	3.845
A_21_P0000951	0.783	4.632
A_21_P0000953	1.508	1.764
A_21_P0000957	0.549	1.835
A_21_P0000976	0.743	1.947
A_21_P0000990	-1.27	2.629
A_21_P0000999	-0.464	2.366
A_21_P0001002	-1.089	3.083
A_21_P0001009	1.165	2.105
A_21_P0001012	1.53	2.301
A_21_P0001015	1.958	5.429
A_21_P0001023	-1.043	4.303
A_21_P0001026	1.013	2.581
A_21_P0001027	0.519	1.779
A_21_P0001028	0.531	1.826
A_21_P0001030	1.224	2.764
A_21_P0001031	1.14	4.262
A_21_P0001036	-1.776	2.43
A_21_P0001041	-1.45	1.935
A_21_P0001052	0.539	1.806
A_21_P0001069	0.533	1.784
A_21_P0001070	0.54	1.875
A_21_P0001072	-1.29	3.333
A_21_P0001073	0.531	1.768
A_21_P0001085	-1.598	2.963
A_21_P0001086	1.573	2.026
A_21_P0001087	-0.799	2.631
A_21_P0001092	-0.536	1.8
A_21_P0001096	-0.896	4.628
A_21_P0001100	-0.813	5.294
A_21_P0001107	-0.674	1.985
A_21_P0001111	2.752	4.377
A_21_P0001114	-0.658	2.788
A_21_P0001115	-1.239	2.521
A_21_P0001124	-0.47	2.325
A_21_P0001130	0.545	1.821
A_21_P0001132	1.05	5.298
A_21_P0001140	0.516	1.771
A_21_P0001142	-0.614	3.784
A_21_P0001143	0.515	1.768
A_21_P0001150	-1.506	2.014
A_21_P0001161	4.926	6.739
A_21_P0001169	0.52	1.748
A_21_P0001172	-0.978	2.51
A_21_P0001177	0.821	2.491
A_21_P0001181	-0.884	2.77
A_21_P0001185	0.852	3.159
A_21_P0001195	0.648	2.521
A_21_P0001197	-0.558	3.023
A_21_P0001198	0.892	3.453
A_21_P0001201	0.529	1.765
A_21_P0001207	0.537	1.834
A_21_P0001209	1.534	1.733
A_21_P0001227	0.509	1.746
A_21_P0001229	-1.469	2.421
A_21_P0001231	0.772	1.854
A_21_P0001238	-0.929	5.183
A_21_P0001239	-0.828	4.656
A_21_P0001240	-0.537	1.953
A_21_P0001249	-0.867	2.092
A_21_P0001251	-1.762	2.686
A_21_P0001254	-0.325	1.946
A_21_P0001258	0.562	2.235
A_21_P0001259	-1.409	2.506
A_21_P0001267	1.795	3.188
A_21_P0001272	0.498	1.791
A_21_P0001274	-1.033	2.892
A_21_P0001276	1.715	1.923
A_21_P0001278	-1.706	2.703
A_21_P0001282	0.476	1.748
A_21_P0001284	-1.551	2.563
A_21_P0001295	-1.335	1.737
A_21_P0001303	-0.714	2.177
A_21_P0001306	0.688	1.973
A_21_P0001309	2.1	4.816
A_21_P0001317	-1.088	4.096
A_21_P0001322	1.267	4.208
A_21_P0001329	0.488	1.798
A_21_P0001332	-1.462	2.332
A_21_P0001333	-1.078	4.303
A_21_P0001334	1.731	1.772
A_21_P0001339	0.526	1.767
A_21_P0001340	0.709	2.875
A_21_P0001343	-0.29	1.791
A_21_P0001347	2.65	3.706
A_21_P0001348	2.288	5.728
A_21_P0001350	1.026	2.701
A_21_P0001352	0.593	2.013
A_21_P0001359	0.559	1.958
A_21_P0001364	-0.421	2.289
A_21_P0001365	0.804	4.255
A_21_P0001375	0.545	2.3
A_21_P0001377	0.517	1.743
A_21_P0001379	0.564	1.879
A_21_P0001397	1.652	5.828
A_21_P0001407	-1.001	1.975
A_21_P0001410	-1.878	2.465
A_21_P0001428	-1.296	3.061
A_21_P0001433	0.789	2.578
A_21_P0001434	1.336	2.776
A_21_P0001436	0.526	1.782
A_21_P0001447	-1.228	2.135
A_21_P0001452	1.879	1.938
A_21_P0001459	0.691	1.99
A_21_P0001461	0.506	1.799
A_21_P0001464	-2.286	4.132
A_21_P0001467	-0.23	1.901
A_21_P0001468	2.704	4.794
A_21_P0001469	0.766	1.786
A_21_P0001474	-1.499	3.448
A_21_P0001482	0.86	1.732
A_21_P0001484	-0.504	2.139
A_21_P0001485	-1.385	4.33
A_21_P0001488	-2.395	3.262
A_21_P0001492	-1.207	2.057
A_21_P0001493	2.552	4.191
A_21_P0001497	3.208	4.289
A_21_P0001498	-1.598	3.151
A_21_P0001500	-0.902	2.3
A_21_P0001504	-0.985	1.894
A_21_P0001522	1.552	1.742
A_21_P0001525	-1.091	3.394
A_21_P0001526	0.582	1.82
A_21_P0001531	0.509	1.804
A_21_P0001532	0.537	1.798
A_21_P0001533	0.588	2.178
A_21_P0001537	-0.419	2.033
A_21_P0001539	-0.822	2.089
A_21_P0001541	0.492	1.872
A_21_P0001543	0.53	1.822
A_21_P0001544	-0.715	3.686
A_21_P0001545	1.291	6.174
A_21_P0001546	-1.572	4
A_21_P0001547	-1.711	1.793
A_21_P0001548	-1.521	2.13
A_21_P0001550	-0.585	2.26
A_21_P0001553	-0.544	2.014
A_21_P0001557	-1.398	2.914
A_21_P0001561	-1.916	3.722
A_21_P0001564	0.556	1.853
A_21_P0001574	-0.884	3.795
A_21_P0001581	1.588	3.968
A_21_P0001582	1.105	4.012
A_21_P0001586	2.453	2.903
A_21_P0001600	-0.801	3.347
A_21_P0001609	-1.395	3.891
A_21_P0001613	0.586	2.54
A_21_P0001617	-0.672	3.018
A_21_P0001620	-1.096	2.545
A_21_P0001632	1.155	3.17
A_21_P0001636	1.181	2.111
A_21_P0001637	2.549	6.875
A_21_P0001638	-1.617	4.302
A_21_P0001650	0.506	1.824
A_21_P0001652	1.798	6.23
A_21_P0001657	0.531	1.76
A_21_P0001659	6.925	7.631
A_21_P0001660	0.742	3.472
A_21_P0001665	-1.128	4.056
A_21_P0001666	-0.333	2.29
A_21_P0001670	-2.05	2.319
A_21_P0001671	0.59	2.086
A_21_P0001686	-1.188	2.316
A_21_P0001689	-0.345	1.933
A_21_P0001694	-1.632	1.752
A_21_P0001696	-1.783	3.274
A_21_P0001700	-1.669	5.661
A_21_P0001701	2.201	4.205
A_21_P0001702	0.826	2.122
A_21_P0001704	-0.536	2.413
A_21_P0001705	0.798	5.124
A_21_P0001708	1.261	1.944
A_21_P0001713	1.084	2.566
A_21_P0001717	-1.186	5.171
A_21_P0001718	-0.651	3.152
A_21_P0001720	-1.221	2.166
A_21_P0001725	1.099	2.069
A_21_P0001727	0.728	2.722
A_21_P0001746	0.52	1.749
A_21_P0001747	-0.684	3.447
A_21_P0001758	1.276	1.774
A_21_P0001759	-2.024	2.559
A_21_P0001760	-1.989	4.944
A_21_P0001765	-1.425	2.366
A_21_P0001773	0.808	4.333
A_21_P0001778	1.141	2.605
A_21_P0001780	-2.014	2.113
A_21_P0001790	-0.55	3.037
A_21_P0001802	-0.283	1.86
A_21_P0001808	0.553	1.773
A_21_P0001809	0.546	1.84
A_21_P0001811	-0.81	2.922
A_21_P0001813	-0.799	3.885
A_21_P0001815	-1.35	3.532
A_21_P0001816	-0.555	2.828
A_21_P0001821	1.024	1.758
A_21_P0001827	-1.841	2.099
A_21_P0001830	-1.598	3.307
A_21_P0001833	1.188	2.878
A_21_P0001834	-1.702	1.963
A_21_P0001839	1.047	3.986
A_21_P0001849	1.752	1.816
A_21_P0001853	0.586	2.755
A_21_P0001855	-0.682	1.957
A_21_P0001859	0.585	1.891
A_21_P0001871	-1.917	2.642
A_21_P0001872	0.643	2.612
A_21_P0001885	-2.193	5.217
A_21_P0001890	-1.063	2.815
A_21_P0001891	0.527	1.758
A_21_P0001892	-1.749	6.338
A_21_P0001893	-1.193	5.7
A_21_P0001897	-1.021	5.242
A_21_P0001898	0.877	3.071
A_21_P0001900	0.48	1.911
A_21_P0001916	1.663	2.029
A_21_P0001923	1.459	2.917
A_21_P0001931	0.663	3.248
A_21_P0001936	-0.979	2.721
A_21_P0001943	0.799	4.161
A_21_P0001950	-2.374	2.229
A_21_P0001957	0.949	1.949
A_21_P0001969	-0.692	2.481
A_21_P0001983	-1.468	3.549
A_21_P0001990	0.574	1.804
A_21_P0001993	0.662	4.127
A_21_P0001995	-0.403	1.855
A_21_P0001998	0.561	1.931
A_21_P0001999	0.781	1.949
A_21_P0002001	-0.464	2.24
A_21_P0002002	0.599	1.787
A_21_P0002003	-1.076	4.137
A_21_P0002014	-1.5	1.912
A_21_P0002019	1.155	3.361
A_21_P0002021	-2.194	3.006
A_21_P0002038	-1.3	2.238
A_21_P0002040	0.534	1.79
A_21_P0002043	-1.138	5.122
A_21_P0002044	1.383	2.422
A_21_P0002045	-1.392	2.927
A_21_P0002053	1.018	3.362
A_21_P0002054	-0.643	3.314
A_21_P0002065	-1.156	1.917
A_21_P0002070	0.568	1.94
A_21_P0002093	-0.851	1.732
A_21_P0002097	-0.962	4.508
A_21_P0002104	0.571	1.955
A_21_P0002107	1.131	2.712
A_21_P0002111	-1.252	1.917
A_21_P0002123	0.513	1.754
A_21_P0002139	-0.838	2.199
A_21_P0002140	-2.2	3.6
A_21_P0002142	6.257	7.919
A_21_P0002158	-1.247	4.939
A_21_P0002160	-0.903	5.285
A_21_P0002167	-0.789	3.965
A_21_P0002169	1.286	1.922
A_21_P0002177	-1.716	2.684
A_21_P0002180	1.865	2.848
A_21_P0002186	0.529	2.626
A_21_P0002195	0.845	2.655
A_21_P0002202	-1.964	1.787
A_21_P0002205	1.193	3.396
A_21_P0002206	-0.572	2.396
A_21_P0002210	0.568	1.948
A_21_P0002212	-0.252	1.844
A_21_P0002215	2.282	3.431
A_21_P0002224	0.534	1.883
A_21_P0002225	-1.391	2.17
A_21_P0002228	-1.352	2.875
A_21_P0002241	-1.291	4.939
A_21_P0002245	-1.122	2.498
A_21_P0002252	0.53	1.777
A_21_P0002256	-0.383	2.309
A_21_P0002265	-0.723	2.509
A_21_P0002274	-1.728	3.832
A_21_P0002277	-1.41	2.341
A_21_P0002278	1.525	3.522
A_21_P0002283	0.539	1.803
A_21_P0002288	1.475	1.737
A_21_P0002295	1.219	1.947
A_21_P0002298	1.985	3.327
A_21_P0002299	0.528	1.772
A_21_P0002303	0.539	1.825
A_21_P0002310	0.538	1.799
A_21_P0002314	2.713	4.291
A_21_P0002332	1.836	2.839
A_21_P0002334	1.808	1.735
A_21_P0002340	1.419	3.656
A_21_P0002344	1.079	1.768
A_21_P0002347	-1.394	1.746
A_21_P0002349	-1.026	2.599
A_21_P0002351	-1.329	2.147
A_21_P0002353	0.563	1.872
A_21_P0002355	2.531	5.016
A_21_P0002357	-2.37	4.169
A_21_P0002362	-1.269	2.297
A_21_P0002371	0.824	2.517
A_21_P0002372	-2.222	3.845
A_21_P0002374	0.73	2.512
A_21_P0002384	2.128	2.974
A_21_P0002386	-0.44	3.691
A_21_P0002392	1.386	3.257
A_21_P0002397	-2.008	4.21
A_21_P0002398	-0.57	1.941
A_21_P0002402	-0.61	2.672
A_21_P0002405	-1.644	4.174
A_21_P0002406	-2.185	4.334
A_21_P0002409	0.654	1.895
A_21_P0002412	-0.919	2.427
A_21_P0002423	0.607	2.612
A_21_P0002426	0.555	1.856
A_21_P0002429	-0.959	3.149
A_21_P0002437	2.596	5.064
A_21_P0002438	1.755	5.693
A_21_P0002441	0.939	3.543
A_21_P0002442	-1.45	3.491
A_21_P0002454	-0.597	3.665
A_21_P0002458	0.435	2.041
A_21_P0002465	0.559	1.969
A_21_P0002468	-0.505	1.878
A_21_P0002475	-0.563	2.415
A_21_P0002480	-1.616	4.119
A_21_P0002482	0.534	1.816
A_21_P0002483	-0.56	3.776
A_21_P0002490	-0.994	1.874
A_21_P0002492	-0.267	2.184
A_21_P0002494	1.206	2.997
A_21_P0002496	-0.888	1.816
A_21_P0002497	0.538	2.21
A_21_P0002511	-0.654	4.203
A_21_P0002520	1.293	1.868
A_21_P0002522	-2.365	2.851
A_21_P0002531	0.666	2.019
A_21_P0002532	-1.237	2.195
A_21_P0002534	-1.642	2.928
A_21_P0002544	0.711	2.035
A_21_P0002552	-1.554	1.845
A_21_P0002566	-0.427	2.376
A_21_P0002567	-0.653	2.715
A_21_P0002568	-1.89	4.082
A_21_P0002577	0.535	1.821
A_21_P0002579	-1.524	2.296
A_21_P0002584	0.316	1.84
A_21_P0002595	1.669	5.403
A_21_P0002596	0.466	1.736
A_21_P0002601	0.523	1.756
A_21_P0002603	-1.271	3.935
A_21_P0002604	-1.525	2.132
A_21_P0002611	2.496	3.309
A_21_P0002617	1.652	2.956
A_21_P0002618	0.518	1.85
A_21_P0002624	1.071	2.982
A_21_P0002633	0.917	3.446
A_21_P0002635	0.965	1.741
A_21_P0002639	-0.78	2.734
A_21_P0002644	-0.371	2.608
A_21_P0002645	-1.259	2.115
A_21_P0002650	-0.673	3.319
A_21_P0002653	-0.71	2.281
A_21_P0002658	0.808	2.681
A_21_P0002663	0.555	1.849
A_21_P0002665	0.508	1.742
A_21_P0002673	1.528	2.768
A_21_P0002676	-1.484	2.073
A_21_P0002688	0.625	1.807
A_21_P0002698	0.548	1.877
A_21_P0002701	0.649	3.252
A_21_P0002702	1.078	4.443
A_21_P0002712	0.521	1.755
A_21_P0002726	0.612	2.736
A_21_P0002727	-1.271	3.107
A_21_P0002732	0.671	1.778
A_21_P0002735	0.516	1.74
A_21_P0002736	-1.421	3.214
A_21_P0002741	-0.555	1.836
A_21_P0002742	0.508	1.736
A_21_P0002746	8.161	6.193
A_21_P0002747	-0.887	1.896
A_21_P0002775	-1.751	2.975
A_21_P0002776	0.465	1.787
A_21_P0002777	0.671	2.125
A_21_P0002790	0.543	1.815
A_21_P0002795	2.04	4.106
A_21_P0002797	0.85	2.088
A_21_P0002805	1.807	4.649
A_21_P0002816	-2.392	2.42
A_21_P0002819	-1.26	2.027
A_21_P0002830	0.513	1.751
A_21_P0002836	1.37	1.918
A_21_P0002845	-1.187	3.425
A_21_P0002853	-1.107	2.955
A_21_P0002858	0.525	1.755
A_21_P0002862	0.466	1.871
A_21_P0002865	-0.454	1.796
A_21_P0002871	0.533	1.787
A_21_P0002875	-0.871	3.022
A_21_P0002882	-1.371	1.904
A_21_P0002887	0.508	1.746
A_21_P0002888	2.012	2.657
A_21_P0002903	0.519	1.784
A_21_P0002906	-1.408	4.368
A_21_P0002913	0.767	1.903
A_21_P0002915	-1.232	2.287
A_21_P0002916	-1.261	1.904
A_21_P0002923	-1.036	3.66
A_21_P0002925	0.539	2.145
A_21_P0002930	-1.716	2.102
A_21_P0002933	-0.651	2.086
A_21_P0002935	0.927	2.71
A_21_P0002940	-0.595	3.537
A_21_P0002941	0.727	4.106
A_21_P0002942	0.609	1.943
A_21_P0002945	-2.023	3.404
A_21_P0002956	0.856	2.731
A_21_P0002958	1.62	2.286
A_21_P0002963	-0.731	4.059
A_21_P0002969	-1.188	1.985
A_21_P0002976	-0.617	2.095
A_21_P0002977	0.626	2.72
A_21_P0002980	0.373	2.501
A_21_P0002985	-1.221	3.88
A_21_P0002988	-0.934	2.223
A_21_P0002997	0.538	1.834
A_21_P0003002	-0.882	1.885
A_21_P0003007	-0.812	1.798
A_21_P0003015	0.515	2.058
A_21_P0003018	-0.556	3.697
A_21_P0003022	0.83	2.508
A_21_P0003026	-1.115	1.753
A_21_P0003028	0.589	1.764
A_21_P0003032	0.524	1.898
A_21_P0003033	0.547	2.971
A_21_P0003034	0.776	2.876
A_21_P0003042	-0.606	4.689
A_21_P0003044	0.532	1.822
A_21_P0003047	0.664	1.84
A_21_P0003048	0.559	1.936
A_21_P0003049	0.846	1.828
A_21_P0003059	0.615	2.229
A_21_P0003061	-1.3	2.792
A_21_P0003070	0.583	2.04
A_21_P0003075	-0.559	1.769
A_21_P0003084	0.535	1.882
A_21_P0003089	-0.432	2.615
A_21_P0003100	-1.88	3.159
A_21_P0003113	0.518	1.777
A_21_P0003116	-0.334	2.039
A_21_P0003129	-0.97	1.839
A_21_P0003137	1.152	4.51
A_21_P0003150	0.55	1.837
A_21_P0003155	0.417	2.169
A_21_P0003156	0.527	1.768
A_21_P0003159	0.735	2.838
A_21_P0003189	-0.845	1.818
A_21_P0003194	0.658	1.876
A_21_P0003201	0.557	1.905
A_21_P0003211	-0.46	2.641
A_21_P0003212	-0.545	2.471
A_21_P0003213	-0.423	2.121
A_21_P0003237	-1.641	3.354
A_21_P0003242	2.275	6.252
A_21_P0003243	1.279	4.266
A_21_P0003244	1.79	4.764
A_21_P0003245	2.362	5.827
A_21_P0003248	0.579	1.931
A_21_P0003249	-1.221	2.861
A_21_P0003253	-1.935	3.965
A_21_P0003256	0.503	1.746
A_21_P0003257	0.534	1.853
A_21_P0003258	0.707	1.895
A_21_P0003266	-1.176	3.262
A_21_P0003269	0.686	3.747
A_21_P0003271	-1.851	3.352
A_21_P0003278	-0.425	1.981
A_21_P0003280	0.856	2.118
A_21_P0003286	-0.909	2.336
A_21_P0003290	0.453	1.792
A_21_P0003293	-2.408	4.491
A_21_P0003294	-1.226	4.514
A_21_P0003308	-0.36	1.731
A_21_P0003309	-1.516	1.991
A_21_P0003317	0.592	1.763
A_21_P0003336	0.529	1.739
A_21_P0003352	-1.274	2.238
A_21_P0003362	0.538	1.839
A_21_P0003364	-0.783	3.264
A_21_P0003371	0.61	1.762
A_21_P0003375	-2.201	4.251
A_21_P0003379	0.515	1.769
A_21_P0003386	0.514	1.747
A_21_P0003390	0.486	2.012
A_21_P0003391	0.512	1.732
A_21_P0003397	0.479	1.752
A_21_P0003398	-0.644	1.979
A_21_P0003407	0.606	2.231
A_21_P0003410	-1.478	2.603
A_21_P0003413	-1.7	3.83
A_21_P0003433	0.543	1.814
A_21_P0003444	1.45	1.911
A_21_P0003445	-1.01	3.346
A_21_P0003447	1.374	1.775
A_21_P0003452	-1.484	2.094
A_21_P0003454	0.579	1.864
A_21_P0003463	1.855	2.225
A_21_P0003467	0.565	1.951
A_21_P0003481	0.529	1.8
A_21_P0003485	0.661	4.113
A_21_P0003489	1.324	3.51
A_21_P0003492	1.017	2.094
A_21_P0003493	-1.171	2.084
A_21_P0003497	-0.669	2.589
A_21_P0003498	1.256	2.295
A_21_P0003499	-0.778	1.938
A_21_P0003509	0.553	1.9
A_21_P0003510	-1.32	1.918
A_21_P0003534	0.556	1.918
A_21_P0003540	0.574	1.951
A_21_P0003546	0.535	1.773
A_21_P0003555	0.808	2.48
A_21_P0003558	0.65	3
A_21_P0003563	-1.812	4.543
A_21_P0003575	0.725	1.856
A_21_P0003576	1.23	2.621
A_21_P0003579	0.576	3.869
A_21_P0003582	2.358	2.984
A_21_P0003583	0.493	1.783
A_21_P0003588	-0.557	3.38
A_21_P0003590	0.625	2.961
A_21_P0003601	0.515	1.735
A_21_P0003602	1.67	2.426
A_21_P0003604	0.944	3.745
A_21_P0003620	-0.523	1.907
A_21_P0003625	0.577	1.986
A_21_P0003627	0.532	1.785
A_21_P0003636	0.568	1.891
A_21_P0003643	1.702	3.036
A_21_P0003646	0.731	1.787
A_21_P0003658	-0.364	2.43
A_21_P0003673	2.752	5.651
A_21_P0003682	0.614	1.833
A_21_P0003684	0.598	1.903
A_21_P0003685	2.401	3.076
A_21_P0003695	-1.4	1.929
A_21_P0003702	0.769	4.389
A_21_P0003708	-1.603	3.431
A_21_P0003710	-0.843	1.759
A_21_P0003711	-0.928	1.894
A_21_P0003719	0.513	2.706
A_21_P0003720	0.511	1.822
A_21_P0003722	0.531	2.36
A_21_P0003726	3.18	3.614
A_21_P0003733	0.278	2.206
A_21_P0003735	4.611	4.157
A_21_P0003751	-0.827	1.818
A_21_P0003752	0.525	1.797
A_21_P0003754	-2.415	4.105
A_21_P0003762	0.526	1.81
A_21_P0003764	-1.936	3.012
A_21_P0003770	-1.018	3.092
A_21_P0003774	0.778	2.391
A_21_P0003780	0.937	3.673
A_21_P0003792	-0.678	1.894
A_21_P0003793	-0.49	2.74
A_21_P0003797	-0.431	1.856
A_21_P0003803	-3.695	2.099
A_21_P0003805	-0.812	2.566
A_21_P0003806	0.519	1.757
A_21_P0003815	0.762	2.258
A_21_P0003825	0.975	2.348
A_21_P0003826	0.602	1.986
A_21_P0003828	-0.5	3.181
A_21_P0003831	0.788	1.76
A_21_P0003845	-1.085	1.903
A_21_P0003852	0.871	1.977
A_21_P0003855	-0.821	2.078
A_21_P0003866	-0.886	1.995
A_21_P0003872	-1.895	2.315
A_21_P0003879	-1.992	2.645
A_21_P0003882	-2.147	6.754
A_21_P0003884	-0.599	2.66
A_21_P0003887	-1.077	3.886
A_21_P0003894	1.075	2.16
A_21_P0003911	0.982	4.892
A_21_P0003913	0.529	1.775
A_21_P0003914	0.533	2.29
A_21_P0003916	0.523	1.744
A_21_P0003917	1.727	4.649
A_21_P0003921	0.565	1.901
A_21_P0003922	-0.637	2.839
A_21_P0003923	0.839	2.602
A_21_P0003924	-1.426	3.184
A_21_P0003934	0.911	1.794
A_21_P0003939	-1.669	2.352
A_21_P0003942	0.736	4.135
A_21_P0003943	0.547	1.828
A_21_P0003946	-0.608	2.598
A_21_P0003952	0.557	1.859
A_21_P0003953	0.878	1.884
A_21_P0003965	1.545	2.641
A_21_P0003975	0.619	1.792
A_21_P0003981	-1.152	5.774
A_21_P0003984	0.644	2.897
A_21_P0003998	0.49	1.963
A_21_P0004002	-1.451	2.228
A_21_P0004006	0.538	1.797
A_21_P0004013	-1.912	2.881
A_21_P0004028	0.514	1.765
A_21_P0004030	1.175	2.138
A_21_P0004046	-1.94	2.916
A_21_P0004052	0.556	1.915
A_21_P0004061	0.567	2.067
A_21_P0004062	-1.831	2.532
